ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,PAY_AMT3,default payment next month
2240,300000,Female,Graduate,Single,35,0,0,0,294344,302638,15000,11311,7941,0
2241,380000,Female,Graduate,Married,45,-1,-1,-1,202,35993,37791,86697,0,0
2242,90000,Female,High_School,Single,27,2,0,0,92290,90719,4183,1600,1280,1
2243,10000,Female,University,Single,22,1,2,2,8925,8637,0,1800,0,0
2244,90000,Female,High_School,Single,28,2,0,0,63869,65212,2368,2500,5140,1
2245,240000,Male,Graduate,Married,34,-1,-1,-1,228,23282,23295,49000,37573,0
2246,180000,Female,High_School,Married,32,-1,-1,-1,396,712,712,712,712,0
2247,140000,Male,Graduate,Single,32,0,0,0,101458,99196,3997,3520,2500,0
2248,280000,Male,University,Married,36,1,2,2,168708,172528,8000,6100,0,1
2249,120000,Female,Graduate,Single,30,-1,-1,-1,711,878,878,1131,441,1
2250,550000,Female,University,Married,32,0,0,0,546741,535509,22863,167622,14000,1
2251,170000,Female,University,Single,30,0,0,0,90727,93345,5000,5000,5000,0
2252,50000,Female,University,Married,36,2,2,2,2590,4836,2458,0,1000,0
2253,140000,Female,University,Married,35,0,0,0,137692,134899,5202,6405,4819,0
2254,10000,Male,High_School,Single,48,0,0,0,8858,9548,1228,1000,195,0
2255,240000,Female,High_School,Married,32,-1,-1,-1,1386,1207,1207,1357,1559,0
2256,30000,Female,University,Single,24,2,2,0,27954,27226,0,2000,1000,0
2257,30000,Female,University,Single,25,1,2,2,14149,15171,1543,0,1226,1
2258,200000,Female,University,Single,36,0,0,0,2324,3344,1064,1170,10000,0
2259,140000,Female,University,Single,33,0,0,0,56426,41717,2000,2000,900,0
2260,200000,Female,High_School,Single,28,1,-2,-2,0,0,0,0,304,0
2261,80000,Female,University,Single,37,0,0,0,21054,21776,1365,1379,1000,0
2262,100000,Male,High_School,Single,30,0,0,0,46675,46567,1800,2000,1700,1
2263,220000,Male,University,Single,26,2,2,2,215477,216099,5516,0,8275,0
2264,80000,Female,University,Single,25,0,0,0,7536,5024,1200,1100,1000,0
2265,350000,Female,Graduate,Single,27,0,0,0,312770,320400,14599,10334,5728,0
2266,50000,Female,University,Single,26,0,0,0,33428,34385,1800,2100,0,1
2267,360000,Male,University,Married,39,0,0,0,23690,67560,60284,16079,5024,0
2268,230000,Female,University,Married,33,0,0,2,9530,12872,7000,0,153400,0
2269,30000,Male,University,Married,39,2,2,2,13888,16652,3000,0,1500,1
2270,70000,Female,University,Single,24,0,0,2,41485,44697,4200,3600,1800,0
2271,70000,Female,University,Single,23,-1,0,0,3082,4370,1500,5353,6282,0
2272,150000,Female,Graduate,Married,44,1,-2,-1,0,0,0,1512,0,0
2273,360000,Male,Graduate,Single,35,-1,-1,-1,1195,23944,23944,884,300,0
2274,210000,Female,University,Married,56,1,-2,-2,-325,-721,0,0,0,0
2275,50000,Male,University,Single,29,0,0,0,32312,24213,1700,2000,1300,0
2276,180000,Female,University,Single,48,-1,2,-1,3116,1058,0,390,1726,0
2277,210000,Male,Graduate,Married,40,-1,-1,-1,6223,8143,8146,3719,3091,0
2278,160000,Female,High_School,Married,53,-1,-1,-1,2475,2475,2475,5175,2475,0
2279,50000,Female,High_School,Married,37,2,0,0,38527,39609,2000,1700,1500,1
2280,200000,Female,University,Married,35,1,-2,-2,0,0,0,0,0,0
2281,20000,Female,University,Single,41,0,0,0,13723,14266,1500,2000,3000,0
2282,500000,Male,High_School,Married,56,0,0,0,139117,130301,4500,5000,5000,0
2283,90000,Female,High_School,Married,49,0,0,0,104494,99941,3592,3382,3319,0
2284,70000,Female,Graduate,Single,29,0,0,2,47310,51047,4500,1813,0,0
2285,50000,Female,High_School,Married,49,0,0,-1,33782,35650,4000,390,390,1
2286,180000,Male,Graduate,Married,37,-1,0,0,121915,116093,7416,7038,7000,0
2287,50000,Male,University,Single,27,1,3,2,41322,40383,0,3000,0,0
2288,230000,Female,University,Single,33,0,0,0,232796,233564,9000,9500,6000,0
2289,70000,Male,University,Single,28,1,2,0,35155,26598,23,1637,1000,0
2290,30000,Male,High_School,Single,39,0,0,0,10178,14491,4491,1257,565,1
2291,10000,Male,High_School,Single,54,1,2,0,8210,7936,0,1146,471,0
2292,90000,Male,High_School,Married,35,1,-1,2,0,800,800,0,0,0
2293,80000,Female,High_School,Married,43,2,2,3,68152,71459,5000,4000,0,1
2294,360000,Female,Graduate,Married,46,1,-1,2,-200,2716,2916,0,0,0
2295,150000,Female,Graduate,Single,29,-1,2,2,766,515,0,85,1124,1
2296,200000,Female,Graduate,Married,32,1,2,2,25830,780,0,0,0,0
2297,300000,Female,High_School,Single,38,0,0,0,35103,43782,10000,6000,30000,0
2298,500000,Male,Graduate,Married,37,-2,-2,-2,0,0,0,0,0,1
2299,210000,Male,Graduate,Single,27,-1,0,0,25025,25336,5000,4000,5000,0
2300,80000,Female,University,Single,33,0,-1,-1,17254,811,1000,1533,0,0
2301,200000,Female,Graduate,Married,44,2,0,0,188553,192100,8011,5203,4000,0
2302,230000,Female,Graduate,Married,30,-1,-1,0,2212,17402,17402,20013,346,1
2303,60000,Female,Graduate,Married,29,0,0,0,51855,53220,2200,7000,0,0
2304,180000,Male,University,Single,32,1,2,2,172842,177065,8500,0,7000,1
2305,80000,Male,University,Married,26,0,0,0,51751,43280,2000,2000,1668,0
2306,220000,Female,Graduate,Married,44,-2,-2,-2,0,0,0,0,0,0
2307,30000,Female,University,Married,26,0,0,0,10540,9766,1081,0,6712,0
2308,30000,Female,Graduate,Single,30,1,-2,-1,0,0,0,4990,4322,0
2309,30000,Male,University,Single,25,0,0,0,8864,10062,1500,2000,1500,0
2310,150000,Male,University,Married,40,0,0,0,54021,55154,2003,2044,2054,0
2311,30000,Female,University,Married,47,1,2,0,23709,23047,0,1698,1022,0
2312,180000,Male,University,Single,26,0,0,0,93169,58983,4500,4000,4000,0
2313,30000,Male,Graduate,Single,56,2,0,0,27033,27772,1480,1448,1021,0
2314,240000,Female,Graduate,Single,28,0,0,0,236772,201463,10000,7000,10040,0
2315,120000,Female,University,Single,31,0,0,0,26307,27361,1483,2000,2000,0
2316,150000,Female,High_School,Married,43,0,0,0,17541,19021,2000,2000,2000,0
2317,180000,Female,Graduate,Married,47,1,-2,-1,0,0,0,1154,2000,0
2318,50000,Male,University,Married,46,0,0,0,44573,60540,2200,2600,600,0
2319,360000,Female,Graduate,Single,26,1,-2,-2,-200,-200,0,200,3000,1
2320,30000,Female,High_School,Single,60,-1,-1,-2,2365,-581,0,0,0,0
2321,50000,Male,University,Married,24,-1,-1,-1,390,918,918,19583,1000,0
2322,30000,Female,University,Married,39,-1,3,2,1742,1560,0,0,0,0
2323,50000,Female,Graduate,Single,53,0,0,0,50777,51086,2504,2059,666,0
2324,90000,Male,University,Single,30,0,0,0,46927,40000,4000,0,0,0
2325,200000,Female,University,Single,39,7,6,5,195156,190843,0,0,0,1
2326,50000,Male,High_School,Single,52,0,0,0,47479,49344,29456,1300,675,0
2327,80000,Female,University,Single,40,0,0,0,33918,50878,20000,2400,2000,0
2328,50000,Female,University,Single,41,0,0,0,45408,36025,2025,0,0,0
2329,200000,Female,University,Single,23,-1,-1,-1,964,-36,0,1036,0,0
2330,90000,Female,University,Married,36,0,0,0,89309,88544,5000,3500,2000,0
2331,240000,Male,Graduate,Single,28,0,0,0,199671,193523,7000,7000,7000,0
2332,90000,Female,Graduate,Single,29,-2,-2,-2,1709,2522,2522,3426,3426,1
2333,10000,Male,Graduate,Single,23,2,2,2,2724,5520,3000,0,0,0
2334,210000,Female,Graduate,Married,38,-1,-1,2,2360,4707,4465,0,0,0
2335,140000,Female,University,Single,26,0,0,0,12436,14910,3380,1200,2000,0
2336,50000,Female,Graduate,Married,29,0,0,0,29719,30754,1815,2000,2000,0
2337,50000,Female,University,Married,28,0,0,0,36380,51418,30000,2052,1034,1
2338,230000,Female,High_School,Married,45,-1,-1,-2,1633,8410,8435,5955,10371,0
2339,150000,Female,University,Single,27,-1,-1,-1,4914,6237,6237,3280,11167,0
2340,240000,Male,University,Married,36,0,0,0,10767,144915,140013,5206,5008,0
2341,80000,Male,University,Single,25,1,2,2,81774,79597,0,3667,0,0
2342,140000,Female,High_School,Single,33,1,-2,-2,0,0,0,0,4647,0
2343,290000,Male,University,Married,50,0,0,0,88713,79214,3459,4000,5000,0
2344,80000,Male,Other,Married,29,0,0,0,80534,78179,3006,2641,2827,0
2345,400000,Male,University,Married,34,0,0,0,372724,394443,28000,14547,8078,0
2346,20000,Male,High_School,Single,46,0,0,-1,20393,19908,1425,20310,1020,0
2347,360000,Male,Graduate,Single,30,-1,-1,-1,11487,307,307,400,589,0
2348,260000,Female,University,Single,25,0,0,0,16373,15249,5006,5000,5000,1
2349,30000,Male,Graduate,Single,28,1,2,2,10056,9815,2000,0,144,0
2350,130000,Male,University,Single,27,0,0,0,131406,125858,5000,3572,3153,1
2351,490000,Male,Graduate,Married,41,0,0,0,95997,98047,3600,4000,4000,0
2352,580000,Male,Graduate,Married,42,0,0,0,264482,267508,9431,8842,7663,0
2353,20000,Male,University,Married,34,0,0,2,12619,14896,2800,0,800,1
2354,180000,Female,Graduate,Single,32,0,-1,0,64008,3414,3414,1500,1500,0
2355,90000,Female,Graduate,Single,26,-1,-1,-1,1224,3120,3128,1712,5000,0
2356,90000,Male,University,Single,25,0,-1,-1,2908,1051,1052,2422,0,0
2357,440000,Female,Graduate,Married,54,2,0,0,276955,198150,8752,8200,6700,1
2358,280000,Female,University,Married,52,0,0,0,50667,50400,2007,2007,1370,0
2359,230000,Male,Graduate,Single,29,0,0,0,121344,121415,6317,5516,2015,0
2360,300000,Male,University,Single,35,0,0,0,276536,206885,26531,10017,9123,0
2361,20000,Female,University,Married,41,-1,2,-1,6565,4460,0,1500,8745,0
2362,80000,Female,University,Single,26,0,0,0,27041,27797,5879,1000,11360,0
2363,20000,Male,University,Single,24,8,7,6,24348,24025,0,0,0,0
2364,220000,Male,Graduate,Single,34,-1,-1,-1,17875,3431,3431,0,0,1
2365,210000,Female,University,Married,44,0,0,0,73487,75456,3748,13000,3081,0
2366,130000,Male,High_School,Single,49,2,0,0,60273,61839,2536,1857,1681,1
2367,400000,Male,Graduate,Married,66,0,0,0,258070,77910,47000,1500,0,0
2368,120000,Female,Graduate,Single,25,-1,-1,-1,9642,12557,12557,3938,1110,0
2369,460000,Female,University,Married,33,0,0,0,128302,59254,2371,2008,1560,0
2370,230000,Female,Graduate,Married,42,-1,-1,-1,2915,4203,4203,200,3351,0
2371,210000,Male,University,Single,28,0,0,0,187992,193623,8500,8600,6500,0
2372,30000,Female,University,Single,23,-2,-2,-2,318,0,0,0,0,0
2373,50000,Female,High_School,Married,39,0,0,0,41250,40813,1501,1297,448,0
2374,250000,Female,Graduate,Single,29,-1,-1,0,1181,1545,1545,1000,1500,0
2375,50000,Female,University,Single,25,3,3,2,35592,36518,1800,1200,1500,1
2376,40000,Male,University,Married,38,2,2,2,33152,33623,1300,2000,0,1
2377,230000,Male,University,Married,35,0,0,2,28827,36326,8000,0,2000,0
2378,210000,Male,Graduate,Single,33,1,-2,-2,0,0,0,0,0,1
2379,60000,Male,University,Single,30,0,0,0,15145,16618,2000,2100,0,1
2380,500000,Female,Graduate,Married,41,0,0,0,190730,194336,8501,8001,6701,0
2381,110000,Female,University,Single,28,0,0,0,81449,83241,4000,4000,3400,0
2382,400000,Male,Graduate,Married,44,0,0,0,95719,96369,4652,3565,2731,0
2383,280000,Male,Graduate,Married,51,-1,-1,-1,1323,445,445,393,294,0
2384,60000,Male,University,Married,35,0,0,0,22226,18597,1292,2245,161,0
2385,100000,Male,High_School,Married,47,0,0,-1,3933,2162,1000,1000,0,0
2386,230000,Female,University,Single,42,0,0,0,64489,58611,3100,5000,5000,0
2387,80000,Female,High_School,Single,24,1,-2,-1,0,0,0,2455,2500,0
2388,110000,Female,University,Married,43,0,0,0,45021,45782,2100,1800,1638,0
2389,390000,Male,Graduate,Married,47,-1,-1,-1,9361,-25,0,18426,34,0
2390,150000,Female,University,Single,39,1,2,2,21019,19890,1602,0,1000,0
2391,180000,Male,University,Single,29,1,2,2,5265,5002,0,0,0,1
2392,500000,Male,Graduate,Single,32,1,-1,-1,-218,466,1000,1267,155000,0
2393,50000,Male,High_School,Married,32,2,3,2,39589,40160,1500,1600,1700,1
2394,20000,Female,High_School,Single,49,0,0,2,8503,11352,3008,0,600,0
2395,130000,Female,University,Single,24,1,-2,-1,-10,-10,0,3372,0,0
2396,110000,Female,High_School,Married,27,0,0,0,61152,60833,2326,3000,1807,0
2397,200000,Male,University,Married,29,0,0,0,45982,46328,2078,3900,1900,0
2398,50000,Female,University,Married,47,0,0,0,48991,43412,2000,1500,1050,0
2399,130000,Male,Graduate,Single,29,0,0,0,126974,122107,5988,4560,3300,0
2400,260000,Male,University,Single,28,0,0,2,149814,184419,107000,0,5000,0
2401,180000,Male,University,Married,30,-1,-1,-1,220,4680,4686,0,7500,0
2402,330000,Female,Graduate,Married,29,-1,-1,-1,730,213,213,2368,1000,0
2403,80000,Female,University,Single,29,1,2,2,54033,52595,0,5000,0,0
2404,320000,Male,Graduate,Single,32,-1,2,-1,752,169,0,1948,0,1
2405,20000,Male,University,Single,38,-1,-1,-1,10462,3327,10287,19305,355,0
2406,50000,Female,High_School,Single,43,2,2,7,2400,2400,0,0,0,1
2407,210000,Female,High_School,Married,40,0,0,0,201169,210942,16286,10011,5000,0
2408,420000,Male,University,Single,31,2,2,0,239293,90568,0,3500,6600,1
2409,210000,Female,University,Single,35,-2,-2,-2,2593,0,0,0,0,0
2410,160000,Female,University,Married,42,0,0,0,35815,38023,3000,3000,2000,0
2411,20000,Female,Graduate,Single,25,0,0,0,17776,18886,1700,1300,662,0
2412,360000,Male,Graduate,Single,35,-1,-1,-1,2010,2936,2936,640,0,0
2413,30000,Male,University,Single,50,2,0,0,11479,12981,2000,2000,693,1
2414,50000,Male,University,Single,27,1,-1,0,-697,48266,49900,1800,1700,0
2415,30000,Male,University,Married,38,1,-1,-1,0,2281,2281,3666,2713,1
2416,30000,Female,University,Single,24,0,0,0,28008,29549,2000,2000,900,0
2417,280000,Female,University,Single,24,-1,-1,0,1006,1853,1855,1422,7,0
2418,30000,Female,High_School,Single,24,2,0,0,30279,30428,1500,2700,1300,1
2419,20000,Male,University,Single,33,0,0,0,12518,12889,1300,1000,1000,0
2420,300000,Female,Graduate,Married,51,0,0,0,108639,85818,4107,7346,65000,0
2421,180000,Female,Graduate,Single,35,-1,3,2,1880,1702,0,0,0,0
2422,20000,Female,University,Married,24,4,3,2,16549,16002,0,600,0,1
2423,80000,Female,High_School,Married,39,0,0,0,4948,3804,1000,0,0,0
2424,20000,Female,University,Married,47,0,0,0,19553,18092,1417,2000,3005,0
2425,60000,Male,Graduate,Single,29,0,0,0,31462,31499,6037,5084,6000,0
2426,20000,Male,University,Single,22,0,0,2,18743,19879,3000,0,3000,0
2427,30000,Female,High_School,Married,67,1,2,0,30734,28092,0,1800,1200,0
2428,50000,Male,Graduate,Single,33,1,2,2,26957,28230,2000,0,1000,1
2429,80000,Male,Graduate,Married,47,0,-1,-1,49735,25144,25144,8000,0,0
2430,170000,Female,University,Single,24,-1,-1,2,1166,4144,3000,0,1000,1
2431,160000,Male,Graduate,Married,36,-1,-1,-1,816,316,316,316,316,1
2432,130000,Male,Graduate,Single,27,1,2,2,60024,58104,4000,0,1580,0
2433,30000,Female,University,Married,34,2,2,2,31746,32743,1800,1100,0,1
2434,100000,Female,Graduate,Single,36,1,-1,-1,0,780,780,0,0,0
2435,120000,Female,University,Single,25,3,3,2,87057,84821,0,2700,2500,1
2436,150000,Female,Graduate,Married,49,-1,-1,-2,850,0,0,0,31106,1
2437,100000,Female,High_School,Married,24,1,2,0,56341,54869,0,14130,7065,1
2438,30000,Male,University,Single,24,2,0,0,25851,26912,1779,1402,2042,1
2439,160000,Female,University,Single,45,-2,-2,-2,2057,2147,2147,1945,1934,0
2440,120000,Female,High_School,Married,48,-2,-2,-2,2468,7869,7890,506,2097,0
2441,160000,Female,Graduate,Single,40,-1,0,0,67925,69771,3509,5824,0,0
2442,340000,Female,Graduate,Married,35,1,-1,-1,-8,1722,1730,1692,0,1
2443,240000,Male,High_School,Married,55,0,0,0,25631,27047,2500,2000,2000,0
2444,30000,Female,High_School,Married,42,1,2,0,30607,29849,10,2000,2000,0
2445,50000,Male,University,Married,54,0,0,0,47872,48802,2000,2456,0,0
2446,200000,Male,University,Single,25,1,-2,-2,0,0,0,0,1517,1
2447,80000,Female,University,Single,44,0,0,0,17047,11885,1435,1350,5144,0
2448,50000,Female,University,Single,41,2,2,2,5025,4805,0,42000,1600,1
2449,130000,Female,University,Married,29,0,0,0,18157,16520,2000,1010,1003,0
2450,290000,Male,Graduate,Married,57,1,-2,-2,0,0,0,0,0,1
2451,30000,Female,High_School,Married,44,0,0,0,27631,29179,2000,1500,933,1
2452,340000,Male,High_School,Married,40,0,0,0,77181,59873,5305,3000,5000,0
2453,180000,Female,Graduate,Single,28,-1,-1,-1,651,1883,1883,651,2688,0
2454,60000,Female,Graduate,Single,23,0,0,2,59423,63347,5500,146,1500,0
2455,390000,Female,Graduate,Single,25,-1,0,0,83514,79730,4013,4000,2100,0
2456,460000,Male,Graduate,Married,35,0,0,0,384919,393029,15045,16017,13000,0
2457,500000,Male,Graduate,Married,51,0,0,0,396402,395484,14034,15040,12018,0
2458,30000,Female,University,Married,44,-1,2,2,8347,9560,1500,0,2000,0
2459,80000,Female,University,Single,25,1,2,2,28789,31026,2998,1183,1400,0
2460,250000,Female,University,Married,41,-1,-1,-1,37137,51803,51811,9544,0,0
2461,280000,Female,Graduate,Single,26,0,0,0,146130,120750,5042,4000,4000,0
2462,30000,Female,University,Single,26,2,2,2,25615,29849,5000,2000,0,1
2463,30000,Male,Graduate,Single,28,2,0,0,22329,23665,2000,1400,2000,1
2464,20000,Male,University,Single,27,1,3,2,19443,18851,0,1000,0,1
2465,380000,Female,High_School,Married,56,-2,-2,-2,0,1349,1349,5957,16735,1
2466,100000,Female,High_School,Married,29,4,3,2,175441,153992,0,0,0,1
2467,180000,Male,University,Single,32,-1,-1,-1,1071,1671,1671,1981,4241,1
2468,80000,Female,Graduate,Single,25,0,0,0,3409,4489,1144,1000,109,0
2469,220000,Male,Graduate,Single,31,0,0,0,163148,158197,5725,5971,5846,0
2470,170000,Female,University,Single,26,0,0,0,141476,143850,5113,4514,4376,0
2471,140000,Female,Graduate,Single,29,2,2,2,97905,100152,4700,3200,3500,1
2472,20000,Male,Graduate,Single,29,2,2,3,10512,12044,2000,0,0,1
2473,100000,Female,High_School,Married,38,0,0,0,62427,63922,2500,3000,2400,0
2474,50000,Female,High_School,Married,47,0,0,0,32516,32774,1870,1693,1106,0
2475,300000,Female,University,Single,30,-1,-1,-1,2186,0,0,290,1209,0
2476,30000,Female,High_School,Single,25,0,0,0,26769,27138,1500,1447,3000,0
2477,50000,Male,High_School,Married,53,0,0,0,49696,50893,2000,2000,1000,0
2478,160000,Male,University,Single,37,-1,-1,0,3090,52125,52165,5000,7000,0
2479,80000,Male,University,Single,27,0,0,0,45920,47186,5013,5000,4000,0
2480,140000,Female,University,Married,28,0,0,0,132070,134766,6000,4000,4000,0
2481,20000,Male,University,Single,23,1,2,0,19403,18541,0,1298,1000,1
2482,50000,Male,High_School,Married,51,-1,-1,-1,17453,7802,8338,22232,4985,0
2483,200000,Female,Graduate,Single,34,1,-2,-2,0,0,0,0,347,1
2484,80000,Female,University,Married,23,-2,-2,-2,780,0,0,390,390,1
2485,80000,Female,University,Single,27,1,2,2,81635,83465,3716,0,2989,0
2486,210000,Female,Graduate,Single,39,-1,-1,-1,6000,0,0,2880,0,0
2487,260000,Male,University,Married,28,0,0,0,26303,9408,5030,2025,7770,0
2488,200000,Male,University,Married,46,1,-1,-1,0,552,552,2531,2327,1
2489,110000,Female,University,Married,33,2,2,2,110327,112130,5332,0,7800,1
2490,10000,Male,University,Single,23,0,0,0,5857,6722,1117,1700,1230,0
2491,200000,Male,Graduate,Single,30,0,0,2,91936,94698,7500,0,1500,0
2492,300000,Male,Graduate,Single,31,-1,-1,-1,360,360,360,360,360,1
2493,360000,Female,Graduate,Married,39,-1,-1,-1,7001,1224,1224,394,6,0
2494,290000,Female,University,Married,32,0,0,0,78200,79726,3700,3600,3000,0
2495,30000,Male,High_School,Married,26,1,2,0,30814,29551,0,1500,1150,1
2496,300000,Male,Graduate,Married,47,-2,-2,-2,0,225,225,4019,3860,0
2497,300000,Female,Graduate,Single,28,-1,-1,-1,986,2939,2964,27968,10597,0
2498,210000,Female,High_School,Single,45,-2,-2,-1,316,312,312,2376,316,0
2499,50000,Male,High_School,Married,36,0,0,0,74969,76012,2846,2671,2396,1
2500,340000,Female,Graduate,Single,26,0,0,0,337871,311076,11208,5000,23809,0
2501,330000,Male,Graduate,Married,34,0,0,0,138009,141253,7015,7000,10007,1
2502,220000,Female,Graduate,Single,28,0,0,0,44109,32978,5000,13500,14000,0
2503,100000,Female,University,Single,30,0,0,0,23939,23572,1500,1011,0,0
2504,260000,Male,Graduate,Single,30,-1,-1,-1,399,399,399,399,399,1
2505,180000,Male,University,Single,30,-1,-1,-1,440,30404,30404,0,880,0
2506,200000,Male,University,Married,44,-1,-1,2,780,390,390,780,0,0
2507,110000,Female,High_School,Single,41,0,0,0,90599,60949,2213,2300,2300,1
2508,20000,Male,University,Single,48,0,0,0,7186,9063,2000,2000,0,1
2509,60000,Male,Graduate,Single,25,0,0,0,13123,14403,1500,2000,2000,0
2510,30000,Male,High_School,Married,28,2,2,2,23848,23873,700,1000,2550,1
2511,30000,Female,Graduate,Single,24,2,2,2,31202,32801,2415,0,1045,1
2512,420000,Female,Graduate,Married,37,-1,-1,-1,38386,316,316,9894,13811,1
2513,340000,Male,Graduate,Married,34,-1,-1,-1,332,332,332,332,142402,1
2514,270000,Male,University,Married,38,1,-2,-2,0,0,0,0,0,0
2515,360000,Female,Other,Single,36,-2,-2,-1,15019,1221,2074,7039,10,0
2516,230000,Female,Graduate,Single,25,-1,-1,-1,736,645,645,855,0,0
2517,50000,Female,University,Married,33,0,0,0,47327,48765,2200,1518,1414,0
2518,230000,Female,Graduate,Single,28,-2,-2,-2,-5,2148,2153,2932,354,0
2519,200000,Female,Graduate,Married,38,-2,-2,-2,-3,687,690,2753,2054,0
2520,100000,Female,University,Single,24,0,0,0,101887,102069,4902,4507,3936,0
2521,150000,Female,University,Married,47,0,0,0,153404,144960,6900,7200,5450,0
2522,50000,Male,High_School,Single,28,0,0,0,46709,12889,1690,38000,1500,0
2523,60000,Male,University,Single,29,0,0,0,34081,23215,2000,8565,969,0
2524,70000,Female,University,Single,30,0,0,0,10149,11454,2000,2000,0,0
2525,20000,Male,University,Single,23,-1,0,-1,5044,3700,1011,13181,5,0
2526,50000,Female,University,Single,25,0,0,0,24408,25169,1300,1500,1000,0
2527,500000,Female,Graduate,Married,33,2,2,-1,1569,1379,0,1800,0,0
2528,390000,Male,High_School,Married,49,1,-2,-2,0,0,0,0,0,0
2529,90000,Female,Graduate,Single,27,-2,-2,-2,0,0,0,0,0,0
2530,10000,Male,University,Single,22,0,0,0,5748,3203,1189,1025,3028,0
2531,30000,Male,University,Single,24,-1,-1,-1,390,390,390,780,0,1
2532,240000,Male,High_School,Married,35,1,-2,-2,-2,-2,0,0,970,1
2533,180000,Female,Graduate,Single,29,-1,0,0,36567,26613,1682,1400,1554,0
2534,70000,Female,University,Single,23,0,0,0,22658,31647,9397,1487,1039,0
2535,50000,Male,University,Single,26,-1,-1,-1,1530,750,750,1140,1530,0
2536,20000,Male,High_School,Married,46,0,0,0,11325,12654,1519,1524,500,0
2537,260000,Female,University,Married,36,0,0,0,200593,206178,8500,7000,7508,1
2538,160000,Male,University,Married,26,-2,-2,-2,0,0,0,0,0,1
2539,250000,Female,Graduate,Married,42,0,0,-2,25298,0,0,0,0,0
2540,20000,Male,Graduate,Married,49,-1,-1,-1,1044,0,0,5596,0,0
2541,210000,Male,High_School,Married,37,-1,-1,-1,2359,1519,1519,1939,1939,0
2542,100000,Female,Graduate,Married,35,2,0,0,47253,49489,3000,5000,2000,1
2543,100000,Male,Graduate,Single,28,0,0,0,72970,100360,30000,4094,2900,0
2544,230000,Female,University,Married,34,-2,-2,-2,2329,1894,1894,2532,1865,0
2545,20000,Male,University,Single,25,0,0,0,13896,12906,2000,2500,2000,1
2546,40000,Male,Graduate,Single,24,0,0,0,30096,30819,1300,2013,319,1
2547,100000,Male,High_School,Married,51,-1,-1,-1,54530,37295,55000,100044,2000,0
2548,20000,Male,High_School,Single,26,0,0,0,16514,17547,1306,1300,1000,0
2549,140000,Male,University,Single,32,0,0,0,31367,29652,1614,10018,2009,0
2550,50000,Male,High_School,Single,23,2,2,2,44470,51192,7800,173,1000,0
2551,30000,Female,University,Single,26,0,0,-1,17341,-1030,485,31509,1500,0
2552,80000,Male,University,Single,28,0,0,0,15268,5135,1315,0,0,0
2553,20000,Female,High_School,Married,31,0,0,0,15654,16425,1330,1170,500,1
2554,210000,Female,Graduate,Single,26,0,0,0,9899,6000,1008,1000,0,0
2555,220000,Female,Graduate,Single,33,-1,-1,-1,3378,1531,1531,942,608,0
2556,150000,Female,Graduate,Married,30,0,0,0,40046,47317,7995,5849,1196,0
2557,200000,Male,Graduate,Single,28,-1,-1,-1,508,10680,10712,1194,527,0
2558,200000,Female,Graduate,Single,28,2,2,2,68398,73564,6900,1966,12,1
2559,50000,Male,University,Single,39,0,0,0,26813,22999,1708,1454,289,0
2560,80000,Female,Graduate,Single,28,0,0,0,9782,11620,2001,3000,2000,0
2561,310000,Female,Graduate,Single,32,-2,-2,-2,20138,8267,8267,66008,8543,1
2562,210000,Male,Graduate,Single,29,0,0,0,140619,144410,7000,9000,11550,0
2563,140000,Male,Graduate,Married,40,2,0,0,136785,137175,5051,12602,0,1
2564,20000,Female,University,Married,32,0,0,0,15498,16409,1600,1600,1000,0
2565,10000,Female,Graduate,Single,23,1,-2,-2,0,0,0,0,0,0
2566,250000,Female,Graduate,Single,30,0,-1,2,5607,9416,10000,0,10000,0
2567,280000,Male,Graduate,Single,31,1,-1,-1,0,3495,3495,2783,0,0
2568,210000,Male,University,Married,48,-1,-1,-1,8666,8666,8666,17307,173,0
2569,10000,Male,University,Single,54,0,0,2,5186,8225,3300,300,0,0
2570,60000,Female,High_School,Married,59,0,0,0,59174,60922,3298,3000,0,0
2571,180000,Female,Graduate,Single,38,0,0,-2,184650,0,0,0,0,0
2572,10000,Female,Graduate,Single,31,1,-2,-2,0,0,0,0,0,0
2573,200000,Female,Graduate,Married,41,-2,-1,2,0,5932,5932,0,0,0
2574,120000,Female,Graduate,Single,29,-1,-1,-1,1171,644,1000,0,0,0
2575,160000,Female,University,Married,28,0,0,0,54232,55456,2100,2100,2500,0
2576,180000,Male,Graduate,Married,48,0,0,0,167140,160707,8000,6000,7000,0
2577,60000,Female,High_School,Married,42,0,0,0,58186,58364,2382,2373,1324,0
2578,80000,Male,University,Married,27,0,0,0,73000,71338,5000,2000,1500,0
2579,200000,Male,Graduate,Single,27,-1,0,-1,9747,17230,10051,198,877,0
2580,20000,Female,High_School,Single,22,1,2,0,18590,17838,0,1307,1580,1
2581,360000,Female,University,Single,31,0,0,-2,17582,0,0,0,0,0
2582,140000,Female,Graduate,Single,43,1,2,0,147560,142435,3,5000,5000,0
2583,110000,Female,High_School,Married,46,0,0,2,94025,101460,8942,3800,0,1
2584,360000,Female,Graduate,Married,33,1,-2,-2,-200,-200,0,200,13467,0
2585,30000,Female,Graduate,Single,22,-1,-1,-1,3963,6222,6222,2936,0,0
